office,conferenceRoom,hallway,auditorium,openspace,lobby,lounge,pantry,copyRoom,storage,WC
0.028847402,0.061886042,0.112955876,0.038189385,0.0324054,0.063312314,0.08145518,0.08702019,0.21066347,0.06982996,0.21343477
0.012389543,0.060409863,0.17389984,0.018074052,0.006973788,0.042289626,0.032676376,0.063363135,0.10837452,0.055061813,0.42648742
0.022007959,0.14138217,0.42160437,0.06877961,0.0043193055,0.020505339,0.0031494808,0.065523624,0.00499012,0.08868655,0.15905148
0.0025386945,0.076182224,0.054730304,0.5087949,0.005464539,0.009077203,0.0016787223,0.1579758,0.002192512,0.08556141,0.09580368
2.808218e-05,0.0075698025,0.00056294084,0.8669675,0.0006546758,0.00066789,0.0002915342,0.093809746,0.00019657964,0.019305747,0.009945422
1.1791684e-07,0.00024652213,1.518925e-06,0.9553019,8.1340746e-05,3.39889e-05,3.4707566e-05,0.041737348,2.5939988e-05,0.0018923522,0.0006443718
1.5208896e-09,1.9670182e-05,1.7052507e-08,0.9735785,9.122298e-06,1.7429597e-06,4.744037e-06,0.025990533,2.9869943e-06,0.0003148691,7.791751e-05
1.5882185e-06,0.0005524423,9.140142e-06,0.9467284,1.4488205e-05,3.796583e-06,4.4759323e-05,0.05160721,8.56548e-06,0.0009096679,0.0001199183
0.0035614665,0.0626436,0.014075233,0.65547025,0.000298761,0.0003116454,0.00044684033,0.23647234,0.00012919233,0.023155857,0.0034347605
0.14132135,0.31183326,0.15896718,0.110846296,0.0006961292,0.0021677208,0.00084988924,0.17817895,0.0004325004,0.08593291,0.008773884
0.4803753,0.22009745,0.21036954,0.008311364,0.0002810344,0.0017090647,0.0002157875,0.023111619,3.0971994e-05,0.05214665,0.0033510644
0.69360375,0.13810502,0.11989639,0.0028912136,0.00013040678,0.0013565399,0.000111395064,0.0046966327,8.838743e-06,0.03755584,0.0016439708
