office,conferenceRoom,hallway,auditorium,openspace,lobby,lounge,pantry,copyRoom,storage,WC
0.028847402,0.061886042,0.112955876,0.038189385,0.0324054,0.063312314,0.08145518,0.08702019,0.21066347,0.06982996,0.21343477
0.012389543,0.060409863,0.17389984,0.018074052,0.006973788,0.042289626,0.032676376,0.063363135,0.10837452,0.055061813,0.42648742
0.083595425,0.060384084,0.61187655,0.012542856,0.014567227,0.026282206,0.032069296,0.034697033,0.012606721,0.04599721,0.065381296
0.12423623,0.031892892,0.56195813,0.019396063,0.053717267,0.03693054,0.078535266,0.012003541,0.01067549,0.0454716,0.025182972
0.1643245,0.036813676,0.49268267,0.023481788,0.07243596,0.04032002,0.09218443,0.009003606,0.00395105,0.05227917,0.012523089
0.1922651,0.041959397,0.44763932,0.02627769,0.08083177,0.040224515,0.09431022,0.012008265,0.003773901,0.050137088,0.010572746
0.403729,0.084497645,0.36617032,0.024319265,0.023594046,0.018849846,0.008766845,0.010926869,0.00034871235,0.054277614,0.004519842
0.65889865,0.124392435,0.08612196,0.025181826,0.0014435672,0.0035322215,0.001053959,0.00659607,1.7092943e-05,0.09135439,0.0014077568
0.70073026,0.10333617,0.009672341,0.04161401,0.00011959076,0.00051131635,0.00022811381,0.007355532,4.6621895e-07,0.13616467,0.00026754136
0.8003748,0.07736244,0.0010575781,0.020714736,3.757028e-06,5.1657837e-05,1.5024143e-05,0.0017455808,9.843046e-09,0.098639935,3.4547735e-05
0.8668944,0.06296782,0.000113535505,0.0086704735,1.0246444e-07,5.5604655e-06,6.962022e-07,0.0002928165,2.4479035e-10,0.06105047,4.101442e-06
0.9080543,0.048293434,1.2834283e-05,0.0045468067,4.862208e-09,7.8661213e-07,4.3558057e-08,4.6370787e-05,5.8686255e-12,0.039044857,6.253842e-07
