office,conferenceRoom,hallway,auditorium,openspace,lobby,lounge,pantry,copyRoom,storage,WC
0.028847402,0.061886042,0.112955876,0.038189385,0.0324054,0.063312314,0.08145518,0.08702019,0.21066347,0.06982996,0.21343477
0.012389543,0.060409863,0.17389984,0.018074052,0.006973788,0.042289626,0.032676376,0.063363135,0.10837452,0.055061813,0.42648742
0.06405011,0.110632285,0.51645106,0.04846612,0.019818792,0.020596627,0.016033046,0.06517513,0.0045508193,0.07010035,0.064125694
0.099169575,0.14049108,0.3610375,0.11998214,0.022340247,0.013272354,0.013403484,0.12579387,0.0043896977,0.077459864,0.02266021
0.018013677,0.09856606,0.09758108,0.5146931,0.025466012,0.016441848,0.013458953,0.07638084,0.0011025221,0.12006004,0.018235788
0.00015035087,0.007899139,0.0014385434,0.8809845,0.013809595,0.004193977,0.010175685,0.02467717,5.2824995e-05,0.053159915,0.00345836
0.00015623315,0.012464407,0.0052781045,0.83422476,0.050527725,0.003914029,0.009264364,0.012621175,7.505917e-06,0.06675191,0.0047897906
0.000102319296,0.009602746,0.004744944,0.6672565,0.13112298,0.007282033,0.015297773,0.006039696,7.2098865e-06,0.15221806,0.0063257385
4.4978584e-05,0.004230379,0.0018047921,0.66577345,0.16660726,0.005147392,0.022244584,0.0037878244,5.4869433e-06,0.12614363,0.0042101713
2.5894782e-05,0.0032644165,0.0013798308,0.5044661,0.27813992,0.0054896004,0.021746833,0.003059686,6.477524e-06,0.17733945,0.005081655
1.8532128e-05,0.0027589325,0.0012778415,0.5143293,0.24145105,0.005878466,0.023171244,0.0020197944,6.640101e-06,0.20356363,0.0055246125
1.0833905e-05,0.002221296,0.00078963896,0.5749335,0.24460033,0.0046820645,0.022273501,0.0017168274,3.913261e-06,0.14408584,0.0046822503
1.545396e-05,0.002314946,0.00092163717,0.6056976,0.20832871,0.004528098,0.024526307,0.001980254,4.581493e-06,0.148133,0.0035494468
2.1877913e-05,0.0026014757,0.0010297243,0.6318678,0.18930702,0.0037021427,0.024935571,0.0023654266,6.673952e-06,0.14069687,0.0034653905
5.575076e-05,0.0038865798,0.002056884,0.59215355,0.19143628,0.004276639,0.026631555,0.00329189,1.0032069e-05,0.17223753,0.003963277
0.00023295172,0.0075343926,0.0061520725,0.539335,0.18840589,0.0063891592,0.031725727,0.0046696234,1.7185293e-05,0.21061766,0.0049202973
0.0009755427,0.014656891,0.017392134,0.48624933,0.17020354,0.008558088,0.03293444,0.0071571637,2.8916631e-05,0.2556252,0.0062188897
0.004373708,0.030519087,0.04853994,0.42124408,0.12684791,0.0105195725,0.028607825,0.011073239,3.647587e-05,0.31082687,0.0074113244
0.016940877,0.058011357,0.11753183,0.31956574,0.087341204,0.011974277,0.022687728,0.015921548,4.6857207e-05,0.34166497,0.008313595
