office,conferenceRoom,hallway,auditorium,openspace,lobby,lounge,pantry,copyRoom,storage,WC
0.028847402,0.061886042,0.112955876,0.038189385,0.0324054,0.063312314,0.08145518,0.08702019,0.21066347,0.06982996,0.21343477
0.012389543,0.060409863,0.17389984,0.018074052,0.006973788,0.042289626,0.032676376,0.063363135,0.10837452,0.055061813,0.42648742
0.033175863,0.08134248,0.47190136,0.030097876,0.0050111273,0.027956722,0.02078882,0.058984555,0.026586637,0.07217794,0.17197672
0.020746853,0.08876501,0.34734455,0.11658767,0.0047038808,0.037853226,0.02011167,0.086242065,0.020506456,0.10632936,0.15080912
0.0047437027,0.09860609,0.061022922,0.35606658,0.0013433812,0.0137023255,0.008352978,0.28108752,0.010017529,0.093922436,0.071134575
0.00032719233,0.030383145,0.0030310266,0.46912065,0.00029081583,0.0038404628,0.0016147802,0.44025806,0.0018098932,0.024366118,0.024957877
0.0018458109,0.067420766,0.009557804,0.33939934,0.00036473485,0.0032364838,0.0021227605,0.526539,0.001502954,0.032807454,0.015202853
0.013315098,0.09667425,0.031916138,0.24252155,0.0012303343,0.0066615213,0.004337098,0.5320289,0.004285572,0.05068352,0.016345972
0.0666403,0.13874766,0.07549841,0.20538177,0.0051398324,0.013739959,0.008302922,0.4140047,0.0032505053,0.052110396,0.01718347
0.22197795,0.15091604,0.14134888,0.14161983,0.009987095,0.020440357,0.018863827,0.19442433,0.0065868325,0.07630203,0.01753286
0.44517663,0.1311081,0.12633225,0.10341183,0.014223027,0.02192961,0.021771314,0.054745905,0.0034445915,0.0665706,0.011286165
